Name,TripAdvisor,Yelp,Processed,Reviews found,Total users,Users found,Processed_TA,Processed_YP
Pera,https://www.tripadvisor.it/Restaurant_Review-g60763-d943906-Reviews-Pera_Mediterranean_Brasserie-New_York_City_New_York.html,https://www.yelp.com/biz/pera-mediterranean-brasserie-new-york,Y,576,62.0,11.0,N,N
